,the,of,in,to,and,said,a,pct,oil,mln,is,by,will,year,s,for,on,from,its,an,u,that,at,it,tonnes,1,be,dlrs,000,was,wheat,he,with,as,would,prices,2,has,not,last,this,were,but,crude,1986,are,grain,production,have,corn
article129.txt,28,1,4,9,3,7,3,0,4,1,1,1,1,0,9,2,4,2,2,0,6,2,2,0,0,0,3,1,0,6,0,6,1,2,4,1,0,1,2,0,1,1,1,0,0,0,0,0,1,0
article130.txt,3,1,1,1,3,1,3,0,2,0,0,1,1,0,4,2,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
article131.txt,23,10,14,13,3,10,6,5,5,1,0,6,0,1,7,4,4,4,4,1,0,0,5,0,0,3,0,0,0,4,0,1,2,0,1,1,2,0,2,3,0,1,0,1,0,0,0,6,0,0
article132.txt,11,4,5,4,6,3,4,0,2,0,2,1,2,0,6,0,5,0,3,4,5,1,1,3,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
article133.txt,4,1,0,1,1,1,2,0,3,0,0,1,1,0,1,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0
article134.txt,5,3,0,3,1,2,2,0,5,0,0,1,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
article135.txt,15,1,3,3,1,4,2,0,1,0,1,1,0,0,10,3,3,3,0,1,8,2,1,4,0,0,0,0,2,3,0,0,2,2,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0
article136.txt,17,7,4,3,3,2,2,0,9,6,2,0,0,4,2,3,3,0,0,1,0,0,5,0,5,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0
article137.txt,23,7,8,13,8,9,13,0,4,0,0,5,2,0,9,3,8,0,2,6,6,6,3,4,0,0,2,0,0,0,0,3,3,3,2,0,0,0,1,1,0,0,2,0,0,1,0,0,4,0
article138.txt,13,4,3,2,3,4,1,0,1,1,2,0,1,0,2,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,1,0
article139.txt,3,0,0,0,2,2,2,0,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
article140.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article141.txt,5,2,0,3,2,3,3,0,3,0,0,1,1,0,0,2,1,0,2,1,0,0,1,2,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0
article142.txt,5,1,0,2,2,2,3,0,3,0,0,1,1,0,1,2,1,0,2,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0
article143.txt,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
article144.txt,13,4,5,5,2,3,1,0,2,0,0,1,0,0,5,3,6,2,2,0,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,2,0,0,1,0
article145.txt,11,7,2,3,3,1,5,0,1,0,1,3,1,0,10,5,3,0,1,0,6,4,2,1,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
article146.txt,8,4,7,1,3,3,3,0,4,0,0,0,0,0,2,1,7,3,0,3,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
article147.txt,15,2,7,3,3,1,8,0,1,0,0,0,0,0,9,2,4,1,0,1,7,4,0,1,0,1,0,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
article148.txt,8,4,6,7,4,5,8,0,9,3,2,2,2,1,3,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,3,0,0,1,2,0,1,1,2,0,1,1,1,0,0,0,1,1,0
article149.txt,7,3,4,5,0,3,4,0,1,0,2,1,1,0,3,3,1,0,4,1,0,1,1,2,0,0,1,0,2,2,0,5,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
article150.txt,19,7,12,6,4,4,2,0,1,0,0,2,0,0,1,2,4,0,0,3,3,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
article151.txt,13,4,3,11,5,3,7,0,1,0,0,0,0,0,3,3,4,0,2,3,3,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
article152.txt,11,3,2,2,7,1,8,0,2,0,0,0,0,0,3,4,3,1,0,2,3,3,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
article153.txt,6,2,3,4,0,2,3,0,1,0,0,1,0,1,2,1,6,1,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
article154.txt,5,1,0,1,1,2,2,0,2,0,0,1,1,0,2,2,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0
article155.txt,4,1,0,3,1,2,2,0,3,0,0,1,0,0,2,2,1,0,1,0,1,0,0,1,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
article156.txt,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article157.txt,7,3,1,1,4,3,2,0,1,0,1,1,4,0,4,3,1,0,1,1,3,4,0,2,0,0,3,0,0,2,0,4,2,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0
article158.txt,17,4,4,3,6,4,4,0,5,0,0,3,0,0,5,1,4,0,0,1,4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
article159.txt,8,6,9,3,2,5,6,0,2,0,1,0,2,0,2,3,5,1,1,2,2,3,1,2,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
article160.txt,31,16,7,11,11,10,9,1,3,0,0,2,0,0,13,4,5,0,2,5,10,1,1,4,0,1,0,0,1,5,0,4,5,4,1,0,0,1,2,0,2,2,4,0,0,0,0,0,1,0
article161.txt,38,3,16,13,5,10,15,0,4,0,3,2,0,0,11,5,9,1,1,1,7,5,2,9,0,0,4,0,0,5,0,2,3,1,2,0,0,2,3,0,2,1,2,0,0,0,0,0,1,0
article162.txt,25,8,8,9,9,6,7,0,2,0,4,4,1,0,11,7,4,2,2,5,6,1,2,4,0,1,1,0,1,2,0,1,5,5,2,0,0,0,4,0,2,1,3,0,0,0,0,0,0,0
article163.txt,9,5,3,4,1,2,4,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
article164.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article165.txt,3,2,0,1,1,1,2,0,3,0,1,1,1,0,1,2,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0
article166.txt,6,1,3,1,0,1,1,0,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
article167.txt,34,18,10,14,8,13,14,0,7,4,2,5,2,1,25,1,9,3,1,4,20,4,4,5,0,0,4,1,0,9,0,3,4,7,2,1,0,1,3,2,1,2,1,1,0,1,0,3,2,0
article168.txt,8,1,5,1,6,5,3,0,3,0,0,0,2,0,8,2,6,1,0,2,6,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,4,2,0,0,0,0,0,0,0,0
article169.txt,12,4,2,5,1,3,3,0,1,0,0,0,0,0,1,1,4,1,0,2,5,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
article170.txt,8,1,4,1,1,2,4,0,2,0,0,1,0,0,3,0,3,1,0,1,1,0,0,4,0,0,0,0,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
article171.txt,2,2,0,3,2,2,6,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,1,1,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0
article172.txt,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article173.txt,1,0,0,4,2,2,6,0,3,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
article174.txt,16,4,5,7,4,4,4,0,1,0,5,1,1,1,2,1,5,1,0,4,2,2,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,3,1,1,0,2,1,0,0,0,0,0,1,0
article175.txt,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article176.txt,3,3,0,1,3,2,0,1,1,1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
article177.txt,4,2,3,0,3,4,1,0,5,0,0,1,0,0,5,0,2,1,1,2,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article178.txt,13,6,3,9,2,10,5,0,6,0,1,3,2,0,12,2,5,0,0,2,8,0,2,2,0,0,2,0,0,3,0,3,4,2,0,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0
article179.txt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article180.txt,12,4,6,4,5,5,6,0,3,0,0,1,0,0,6,1,6,1,1,1,4,1,3,0,0,0,1,0,0,3,0,1,0,1,1,0,0,0,2,0,0,1,2,0,0,0,0,0,2,0
article181.txt,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article182.txt,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article183.txt,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article184.txt,5,1,1,1,2,6,7,0,3,0,0,1,0,0,10,0,8,1,0,2,9,4,0,2,0,0,0,0,0,2,0,1,0,1,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
article185.txt,14,6,4,5,2,5,6,0,3,0,3,2,2,2,1,3,1,2,1,1,0,0,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
article186.txt,3,1,1,2,2,2,1,0,4,2,0,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,1,0
article187.txt,11,5,3,8,6,4,16,5,4,3,2,0,2,0,12,1,4,1,1,0,0,0,2,1,0,2,3,0,2,0,0,0,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0
article188.txt,13,8,6,10,3,5,2,0,3,0,1,0,0,0,1,3,2,3,2,0,0,1,3,0,0,0,2,0,2,1,0,2,1,1,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
article189.txt,4,0,4,8,2,2,0,10,4,6,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,2,0,0
article190.txt,24,15,4,11,10,13,6,7,8,0,9,2,5,1,11,5,1,3,7,4,1,6,1,2,0,1,4,3,0,2,0,10,0,4,3,2,1,1,6,0,1,0,2,0,1,3,0,1,3,0
article191.txt,42,28,17,20,9,20,9,4,18,2,8,3,1,5,18,8,3,1,6,2,11,11,4,8,0,14,2,11,0,3,0,2,2,0,4,3,2,6,4,4,0,1,2,1,1,4,0,0,3,0
article192.txt,21,7,13,11,6,11,9,2,6,0,1,1,1,0,5,4,0,2,6,1,3,1,0,1,0,0,2,2,0,3,0,5,5,0,1,0,0,2,3,0,0,0,0,0,1,0,0,1,2,0
article193.txt,16,14,5,10,7,7,17,1,7,0,0,2,0,0,5,5,1,1,4,0,0,4,1,2,0,0,3,10,0,1,0,1,1,1,2,0,1,0,2,0,2,0,2,0,0,0,0,0,3,0
article194.txt,11,5,13,13,7,4,4,0,6,5,0,0,0,8,3,1,0,14,3,0,0,0,3,2,0,6,0,11,0,0,0,0,0,1,0,1,5,0,0,6,0,0,2,0,3,0,0,1,0,0
article195.txt,21,13,2,8,8,5,8,0,6,0,2,1,4,1,3,4,2,1,1,3,1,0,2,0,0,0,3,3,0,0,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0
article196.txt,6,2,7,3,1,2,1,2,4,2,0,0,0,2,1,0,1,3,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,1,0,0
article197.txt,19,16,13,14,9,12,11,4,8,0,4,4,3,2,6,6,1,3,0,0,2,4,2,2,0,5,2,6,0,1,0,6,1,7,2,7,0,0,4,0,2,0,1,1,1,1,0,1,3,0
article198.txt,16,13,12,10,7,5,11,5,2,0,3,0,2,4,2,2,3,3,4,1,0,2,1,4,0,1,2,3,0,2,0,4,2,2,0,1,1,1,0,3,2,0,1,1,2,2,0,0,1,0
article199.txt,41,11,21,26,17,13,13,4,3,1,13,2,1,2,7,8,3,3,2,2,0,6,2,5,1,0,2,5,1,1,1,1,3,5,0,1,0,4,3,0,2,1,2,2,1,5,0,0,0,0
article200.txt,49,23,22,11,10,11,11,1,2,0,5,3,2,0,2,6,3,1,4,4,2,9,2,8,0,2,4,0,0,3,0,7,5,1,7,0,0,3,7,1,1,4,2,0,0,3,0,0,1,0
article201.txt,11,5,8,6,8,4,2,2,2,0,2,0,0,0,2,5,2,2,1,1,0,2,1,1,0,0,0,3,0,0,1,0,2,2,0,0,0,1,0,0,0,0,1,2,1,4,0,0,0,0
article202.txt,12,6,3,4,2,5,3,0,2,0,1,1,0,0,1,0,2,2,0,1,0,2,0,1,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
article203.txt,14,6,4,7,8,2,5,0,1,0,0,0,0,0,2,0,4,0,0,2,0,3,3,1,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
article204.txt,12,2,8,0,4,3,4,11,1,0,0,3,0,2,2,0,1,1,0,0,1,2,0,2,0,2,0,0,0,1,0,0,0,1,0,2,3,1,0,2,0,3,1,0,2,0,0,0,0,0
article205.txt,11,2,4,10,5,4,1,0,1,0,1,0,0,0,2,2,4,0,0,1,1,1,0,3,0,0,0,0,0,7,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0
article206.txt,8,1,3,1,2,3,1,0,2,0,0,2,0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
article207.txt,25,3,8,8,7,3,7,0,1,0,2,3,0,0,1,1,3,1,0,1,2,5,2,0,0,0,2,0,0,5,0,2,2,2,2,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0
article208.txt,25,5,11,7,2,6,6,0,3,0,1,2,1,0,3,3,5,1,2,3,0,4,1,6,0,1,0,0,0,5,0,4,2,2,4,0,0,1,2,2,1,0,1,0,0,2,0,0,1,0
article209.txt,17,6,9,8,2,5,5,1,5,0,0,2,1,4,1,0,0,7,0,0,0,2,0,3,0,0,1,4,0,0,0,0,0,0,3,2,1,1,1,3,3,1,0,0,3,0,0,1,1,0
article210.txt,9,3,6,1,3,3,1,0,1,0,0,0,1,0,0,0,0,2,3,0,0,1,1,3,0,1,0,0,0,0,0,0,2,4,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
article211.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article212.txt,28,9,6,8,6,8,4,6,5,0,0,7,1,4,5,1,1,2,0,1,1,1,1,0,0,1,0,1,0,3,0,3,1,1,1,2,0,1,3,2,1,5,2,1,1,0,0,0,2,0
article213.txt,10,1,0,4,2,3,1,0,1,0,2,1,2,0,1,1,1,0,1,2,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
article214.txt,21,7,6,15,0,3,6,0,4,0,0,0,0,0,3,2,2,3,4,5,2,3,4,7,0,0,0,0,0,1,0,1,0,1,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0
article215.txt,5,1,4,3,3,1,1,1,2,4,0,1,1,2,1,1,0,0,0,1,0,0,2,1,0,5,1,4,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0
article216.txt,5,1,4,3,3,1,1,1,2,4,0,1,1,2,1,1,0,0,0,1,0,0,2,1,0,5,1,4,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0
article217.txt,18,4,16,13,10,1,17,5,6,0,0,3,0,0,5,6,1,6,0,1,4,0,2,0,0,3,0,16,0,4,0,0,7,4,0,1,1,0,0,4,0,9,2,4,0,3,0,0,0,0
article218.txt,17,15,2,11,4,10,5,3,5,7,1,1,3,4,7,1,1,0,0,1,5,4,5,1,0,0,2,0,3,0,0,2,2,1,0,0,2,0,1,2,1,2,1,6,0,1,0,0,5,0
article219.txt,9,7,4,6,1,4,7,1,4,1,2,2,0,0,2,2,0,1,3,0,0,0,0,1,0,2,1,0,2,1,0,4,1,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0
article220.txt,3,0,0,1,0,3,0,1,0,0,1,1,3,0,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
article221.txt,15,16,6,8,5,5,11,2,12,1,2,4,2,2,4,2,1,0,2,2,2,3,2,0,0,0,2,2,0,1,0,2,1,0,2,4,0,1,0,2,2,0,1,1,0,0,0,0,0,0
article222.txt,21,8,10,10,5,9,3,2,11,3,2,1,7,1,7,4,2,1,4,2,7,1,2,2,0,1,4,0,0,0,0,4,1,2,0,4,0,3,0,1,1,1,1,4,0,1,0,2,0,0
article223.txt,29,13,19,15,18,15,21,1,8,10,2,1,1,4,11,5,4,7,7,3,3,2,0,8,0,0,1,11,0,5,0,0,3,4,5,2,1,5,3,1,2,0,4,0,0,1,0,2,1,0
article224.txt,9,6,9,7,10,4,8,1,3,4,0,1,0,1,2,3,1,1,5,1,0,0,0,2,0,0,0,3,0,1,0,0,0,0,4,1,1,1,1,0,0,0,2,0,0,0,0,1,1,0
article225.txt,18,9,16,12,18,8,4,3,8,9,0,0,0,4,3,4,1,16,8,1,1,6,0,6,0,2,0,5,1,1,0,0,1,1,0,0,2,0,2,1,1,2,2,4,5,0,0,8,1,0
article226.txt,15,6,13,13,4,6,4,3,2,5,0,2,0,5,4,2,3,9,7,1,0,4,1,0,0,4,1,11,0,4,0,0,0,2,1,1,2,0,0,0,0,2,0,1,5,0,0,0,0,0
article227.txt,10,3,4,3,7,6,2,0,4,1,0,1,5,0,1,0,1,0,1,1,1,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
article228.txt,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article229.txt,7,0,1,3,2,2,2,0,2,0,1,0,0,2,2,0,2,0,0,1,1,2,0,0,0,0,0,0,0,1,0,5,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
article230.txt,14,6,1,5,3,3,1,0,3,0,0,1,0,0,2,0,0,3,0,1,2,0,1,2,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
article231.txt,13,2,3,8,6,11,4,2,2,11,3,2,1,0,3,9,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,4,1,0,1,0,0,1,0,0,2,4,0,3,0,0,1,0
article232.txt,5,1,1,2,3,2,3,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
article233.txt,0,8,2,4,3,3,1,1,2,2,1,1,0,0,0,0,0,0,4,0,0,2,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
article234.txt,11,13,7,13,5,6,9,1,8,0,2,2,2,0,7,1,6,2,3,0,0,3,1,3,0,3,3,0,0,0,0,1,3,0,0,0,0,1,2,0,1,1,1,8,0,1,0,3,3,0
article235.txt,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
article236.txt,5,2,1,0,0,4,3,0,4,0,0,0,0,0,1,3,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
article237.txt,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article238.txt,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article239.txt,4,3,0,6,0,2,3,0,0,0,0,0,2,0,0,0,0,2,4,1,0,1,4,2,0,4,0,7,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
article240.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article241.txt,5,1,1,2,0,3,2,1,1,0,0,1,2,0,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
article242.txt,9,3,8,2,3,3,2,0,2,1,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0
article243.txt,6,2,2,1,1,3,5,0,5,0,1,1,0,0,1,2,0,0,3,0,1,2,0,1,0,1,0,2,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,1,0
article244.txt,12,9,7,5,2,2,6,1,1,1,1,0,0,0,4,1,2,1,2,2,0,4,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0
article245.txt,5,1,6,3,3,4,6,4,4,0,2,1,0,0,7,4,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0
article246.txt,8,5,4,4,6,4,5,1,0,1,0,1,0,0,3,1,2,0,1,1,0,1,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
article247.txt,27,11,7,31,16,15,6,1,15,2,5,1,2,0,2,3,4,2,1,3,1,17,3,5,0,1,4,5,0,3,0,5,5,5,5,7,0,2,2,3,2,1,5,2,1,4,0,3,4,0
article248.txt,6,4,0,3,1,2,2,0,5,2,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
article249.txt,5,1,3,0,8,2,0,0,4,1,0,0,0,0,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
article250.txt,33,19,11,11,16,10,16,13,18,0,15,5,7,8,14,9,3,7,1,1,2,3,6,1,0,5,2,7,0,1,0,2,3,0,1,7,4,0,2,7,4,1,3,2,6,2,0,1,4,0
article251.txt,3,2,2,1,1,3,2,1,1,5,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
article252.txt,9,6,4,2,3,4,4,0,3,1,1,0,0,0,3,1,1,0,0,0,0,2,1,0,0,0,0,1,3,4,0,0,1,0,1,0,1,0,1,2,0,1,0,2,0,0,0,0,0,0
article253.txt,11,7,4,1,2,2,1,0,5,0,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
article254.txt,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article255.txt,36,16,37,16,8,10,8,5,10,28,8,5,2,9,3,4,11,8,1,0,1,4,4,5,6,10,3,0,0,3,0,0,4,3,0,2,5,0,0,3,5,2,3,5,9,1,0,3,1,0
article256.txt,37,16,36,15,8,11,9,4,8,11,7,5,2,8,1,4,7,8,1,0,0,4,4,4,8,2,2,0,1,3,0,0,5,4,0,2,6,0,0,3,6,2,3,3,9,1,0,3,1,0
article257.txt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article258.txt,3,2,4,5,3,3,2,1,1,2,1,2,1,0,0,0,0,0,4,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
